Team,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,OpTeam,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge
日立Astemoリヴァーレ,3,2,16,25,22,25,15,103,168,66,10,39.3,13.20,18,7,2,38.9,12,2.40,102,4,10,33,9.6,89,39.0,14.0,51.7,2.0,21,KUROBEアクアフェアリーズ,2,1,25,20,25,18,8,96,163,60,11,36.8,12.00,15,2,2,13.3,11,2.20,97,3,7,34,10.1,89,47.0,8.0,57.3,3.0,22,291,2022/10/29,茨城県,ひたちなか市総合運動公園総合体育館,983,13:00,15:11,2:11,利根川忠史,津嶋由香,饗庭和恵,酒寄和記
KUROBEアクアフェアリーズ,2,1,25,20,25,18,8,96,163,60,11,36.8,12.00,15,2,2,13.3,11,2.20,97,3,7,34,10.1,89,47.0,8.0,57.3,3.0,22,日立Astemoリヴァーレ,3,2,16,25,22,25,15,103,168,66,10,39.3,13.20,18,7,2,38.9,12,2.40,102,4,10,33,9.6,89,39.0,14.0,51.7,2.0,21,291,2022/10/29,茨城県,ひたちなか市総合運動公園総合体育館,983,13:00,15:11,2:11,利根川忠史,津嶋由香,饗庭和恵,酒寄和記
日立Astemoリヴァーレ,3,3,25,25,25,,,75,103,45,8,43.7,15.00,12,6,0,50.0,8,2.67,74,6,5,23,14.2,50,26.0,9.0,61.0,0.0,16,KUROBEアクアフェアリーズ,0,0,13,21,20,,,54,107,34,11,31.8,11.33,11,2,3,18.2,7,2.33,55,0,5,15,4.5,66,27.0,13.0,50.8,0.0,13,297,2022/10/30,茨城県,ひたちなか市総合運動公園総合体育館,799,13:00,14:22,1:22,利根川忠史,饗庭和恵,津嶋由香,宮本和詮
KUROBEアクアフェアリーズ,0,0,13,21,20,,,54,107,34,11,31.8,11.33,11,2,3,18.2,7,2.33,55,0,5,15,4.5,66,27.0,13.0,50.8,0.0,13,日立Astemoリヴァーレ,3,3,25,25,25,,,75,103,45,8,43.7,15.00,12,6,0,50.0,8,2.67,74,6,5,23,14.2,50,26.0,9.0,61.0,0.0,16,297,2022/10/30,茨城県,ひたちなか市総合運動公園総合体育館,799,13:00,14:22,1:22,利根川忠史,饗庭和恵,津嶋由香,宮本和詮
NECレッドロケッツ,0,0,21,19,13,,,53,130,39,14,30.0,13.00,12,2,2,16.7,2,0.67,54,1,9,18,6.0,69,22.0,18.0,44.9,3.0,11,埼玉上尾メディックス,3,3,25,25,25,,,75,94,41,4,43.6,13.67,7,3,0,42.9,5,1.67,74,3,4,27,11.8,44,19.0,7.0,51.1,3.0,26,292,2022/10/29,神奈川県,とどろきアリーナ,3000,15:00,16:27,1:27,勝又正,渡部菜保子,上總向貴,青山真奈美
埼玉上尾メディックス,3,3,25,25,25,,,75,94,41,4,43.6,13.67,7,3,0,42.9,5,1.67,74,3,4,27,11.8,44,19.0,7.0,51.1,3.0,26,NECレッドロケッツ,0,0,21,19,13,,,53,130,39,14,30.0,13.00,12,2,2,16.7,2,0.67,54,1,9,18,6.0,69,22.0,18.0,44.9,3.0,11,292,2022/10/29,神奈川県,とどろきアリーナ,3000,15:00,16:27,1:27,勝又正,渡部菜保子,上總向貴,青山真奈美
NECレッドロケッツ,0,0,19,23,19,,,61,128,39,5,30.5,13.00,15,8,1,53.3,2,0.67,62,1,6,19,6.9,64,20.0,16.0,43.8,1.0,19,埼玉上尾メディックス,3,3,25,25,25,,,75,133,50,10,37.6,16.67,7,1,2,14.3,10,3.33,74,3,8,27,10.5,55,12.0,24.0,43.6,1.0,12,298,2022/10/30,神奈川県,とどろきアリーナ,3432,13:00,14:38,1:38,勝又正,増岡三佳子,上總向貴,櫻井正司
埼玉上尾メディックス,3,3,25,25,25,,,75,133,50,10,37.6,16.67,7,1,2,14.3,10,3.33,74,3,8,27,10.5,55,12.0,24.0,43.6,1.0,12,NECレッドロケッツ,0,0,19,23,19,,,61,128,39,5,30.5,13.00,15,8,1,53.3,2,0.67,62,1,6,19,6.9,64,20.0,16.0,43.8,1.0,19,298,2022/10/30,神奈川県,とどろきアリーナ,3432,13:00,14:38,1:38,勝又正,増岡三佳子,上總向貴,櫻井正司
PFUブルーキャッツ,2,1,25,25,16,17,13,96,175,64,13,36.6,12.80,12,2,3,16.7,11,2.20,96,2,17,28,4.9,94,42.0,21.0,55.9,3.0,19,東レアローズ,3,2,23,21,25,25,15,109,162,63,7,38.9,12.60,15,2,2,13.3,4,0.80,109,9,11,26,11.7,78,42.0,7.0,58.3,1.0,33,293,2022/10/29,石川県,一本松総合運動公園体育館サン・アリーナ,710,14:00,16:16,2:16,三見洋子,佐々木伸子,品川美帆,桐山比呂子
東レアローズ,3,2,23,21,25,25,15,109,162,63,7,38.9,12.60,15,2,2,13.3,4,0.80,109,9,11,26,11.7,78,42.0,7.0,58.3,1.0,33,PFUブルーキャッツ,2,1,25,25,16,17,13,96,175,64,13,36.6,12.80,12,2,3,16.7,11,2.20,96,2,17,28,4.9,94,42.0,21.0,55.9,3.0,19,293,2022/10/29,石川県,一本松総合運動公園体育館サン・アリーナ,710,14:00,16:16,2:16,三見洋子,佐々木伸子,品川美帆,桐山比呂子
PFUブルーキャッツ,2,1,19,17,25,25,14,100,181,59,9,32.6,11.80,19,5,3,26.3,15,3.00,100,3,18,24,4.5,93,42.0,26.0,59.1,3.0,23,東レアローズ,3,2,25,25,16,23,16,105,182,59,7,32.4,11.80,23,4,2,17.4,11,2.20,105,5,11,21,7.1,81,36.0,19.0,56.2,5.0,30,299,2022/10/30,石川県,一本松総合運動公園体育館サン・アリーナ,570,14:00,16:08,2:08,三見洋子,森口豊,品川美帆,内藤正康
東レアローズ,3,2,25,25,16,23,16,105,182,59,7,32.4,11.80,23,4,2,17.4,11,2.20,105,5,11,21,7.1,81,36.0,19.0,56.2,5.0,30,PFUブルーキャッツ,2,1,19,17,25,25,14,100,181,59,9,32.6,11.80,19,5,3,26.3,15,3.00,100,3,18,24,4.5,93,42.0,26.0,59.1,3.0,23,299,2022/10/30,石川県,一本松総合運動公園体育館サン・アリーナ,570,14:00,16:08,2:08,三見洋子,森口豊,品川美帆,内藤正康
JTマーヴェラス,3,2,23,25,21,25,15,109,186,71,10,38.2,14.20,23,5,0,21.7,10,2.00,108,0,5,30,5.8,85,35.0,23.0,54.7,5.0,28,デンソーエアリービーズ,2,1,25,17,25,22,8,97,202,68,17,33.7,13.60,54,14,6,25.9,4,0.80,98,5,9,26,9.4,103,45.0,28.0,57.3,2.0,20,294,2022/10/29,大阪府,住吉スポーツセンター,958,13:00,15:20,2:20,塚本健,明井寿枝,長崎有紗,和佐田信行
デンソーエアリービーズ,2,1,25,17,25,22,8,97,202,68,17,33.7,13.60,54,14,6,25.9,4,0.80,98,5,9,26,9.4,103,45.0,28.0,57.3,2.0,20,JTマーヴェラス,3,2,23,25,21,25,15,109,186,71,10,38.2,14.20,23,5,0,21.7,10,2.00,108,0,5,30,5.8,85,35.0,23.0,54.7,5.0,28,294,2022/10/29,大阪府,住吉スポーツセンター,958,13:00,15:20,2:20,塚本健,明井寿枝,長崎有紗,和佐田信行
JTマーヴェラス,3,3,25,25,25,,,75,109,44,5,40.4,14.67,9,3,0,33.3,7,2.33,73,5,1,19,13.0,50,26.0,14.0,66.0,4.0,19,デンソーエアリービーズ,0,0,15,21,23,,,59,119,42,7,35.3,14.00,26,8,5,30.8,6,2.00,61,1,10,10,1.6,69,26.0,22.0,53.6,2.0,10,300,2022/10/30,大阪府,住吉スポーツセンター,1041,13:00,14:23,1:23,塚本健,吉岡奈々,長崎有紗,和佐田信行
デンソーエアリービーズ,0,0,15,21,23,,,59,119,42,7,35.3,14.00,26,8,5,30.8,6,2.00,61,1,10,10,1.6,69,26.0,22.0,53.6,2.0,10,JTマーヴェラス,3,3,25,25,25,,,75,109,44,5,40.4,14.67,9,3,0,33.3,7,2.33,73,5,1,19,13.0,50,26.0,14.0,66.0,4.0,19,300,2022/10/30,大阪府,住吉スポーツセンター,1041,13:00,14:23,1:23,塚本健,吉岡奈々,長崎有紗,和佐田信行
岡山シーガルズ,1,0,23,10,25,21,,79,138,47,7,34.1,11.75,7,3,2,42.9,4,1.00,80,4,2,21,10.9,85,28.0,17.0,42.9,3.0,24,ヴィクトリーナ姫路,3,3,25,25,23,25,,98,160,71,10,44.4,17.75,7,4,0,57.1,7,1.75,97,8,11,33,13.9,77,30.0,23.0,53.9,3.0,12,295,2022/10/29,岡山県,ジップアリーナ岡山,1200,13:05,15:00,1:55,芦田光巨,山本晋五,黒岩健,真鍋美也子
ヴィクトリーナ姫路,3,3,25,25,23,25,,98,160,71,10,44.4,17.75,7,4,0,57.1,7,1.75,97,8,11,33,13.9,77,30.0,23.0,53.9,3.0,12,岡山シーガルズ,1,0,23,10,25,21,,79,138,47,7,34.1,11.75,7,3,2,42.9,4,1.00,80,4,2,21,10.9,85,28.0,17.0,42.9,3.0,24,295,2022/10/29,岡山県,ジップアリーナ岡山,1200,13:05,15:00,1:55,芦田光巨,山本晋五,黒岩健,真鍋美也子
岡山シーガルズ,3,3,25,20,25,25,,95,127,62,8,48.8,15.50,7,1,1,14.3,9,2.25,94,2,3,26,8.2,65,19.0,21.0,45.4,6.0,22,ヴィクトリーナ姫路,1,0,20,25,15,20,,80,142,50,9,35.2,12.50,5,1,2,20.0,5,1.25,81,8,13,20,12.0,89,34.0,29.0,54.5,0.0,17,301,2022/10/30,岡山県,ジップアリーナ岡山,970,13:30,15:22,1:52,芦田光巨,國頭亮太,黒岩健,真鍋孝志
ヴィクトリーナ姫路,1,0,20,25,15,20,,80,142,50,9,35.2,12.50,5,1,2,20.0,5,1.25,81,8,13,20,12.0,89,34.0,29.0,54.5,0.0,17,岡山シーガルズ,3,3,25,20,25,25,,95,127,62,8,48.8,15.50,7,1,1,14.3,9,2.25,94,2,3,26,8.2,65,19.0,21.0,45.4,6.0,22,301,2022/10/30,岡山県,ジップアリーナ岡山,970,13:30,15:22,1:52,芦田光巨,國頭亮太,黒岩健,真鍋孝志
久光スプリングス,1,0,20,25,27,16,,88,138,62,9,44.9,15.50,13,4,1,30.8,6,1.50,89,2,11,32,8.1,85,34.0,18.0,50.6,1.0,18,トヨタ車体クインシーズ,3,3,25,15,29,25,,94,135,59,9,43.7,14.75,19,3,3,15.8,8,2.00,93,6,7,28,12.1,78,39.0,5.0,53.2,2.0,21,296,2022/10/29,佐賀県,佐賀県総合体育館,1418,14:05,16:15,2:10,石井洋壮,千代延靖夫,木内誠ニ,久保温子
トヨタ車体クインシーズ,3,3,25,15,29,25,,94,135,59,9,43.7,14.75,19,3,3,15.8,8,2.00,93,6,7,28,12.1,78,39.0,5.0,53.2,2.0,21,久光スプリングス,1,0,20,25,27,16,,88,138,62,9,44.9,15.50,13,4,1,30.8,6,1.50,89,2,11,32,8.1,85,34.0,18.0,50.6,1.0,18,296,2022/10/29,佐賀県,佐賀県総合体育館,1418,14:05,16:15,2:10,石井洋壮,千代延靖夫,木内誠ニ,久保温子
久光スプリングス,3,3,25,25,20,25,,95,132,66,11,50.0,16.50,10,5,1,50.0,8,2.00,94,3,10,37,10.4,77,33.0,10.0,49.4,1.0,18,トヨタ車体クインシーズ,1,0,23,18,25,13,,79,128,48,12,37.5,12.00,18,7,4,38.9,4,1.00,80,5,3,29,14.4,82,28.0,16.0,43.9,3.0,22,302,2022/10/30,佐賀県,佐賀県総合体育館,1284,13:05,15:06,2:01,石井洋壮,江口祐一郎,千代延靖夫,久保温子
トヨタ車体クインシーズ,1,0,23,18,25,13,,79,128,48,12,37.5,12.00,18,7,4,38.9,4,1.00,80,5,3,29,14.4,82,28.0,16.0,43.9,3.0,22,久光スプリングス,3,3,25,25,20,25,,95,132,66,11,50.0,16.50,10,5,1,50.0,8,2.00,94,3,10,37,10.4,77,33.0,10.0,49.4,1.0,18,302,2022/10/30,佐賀県,佐賀県総合体育館,1284,13:05,15:06,2:01,石井洋壮,江口祐一郎,千代延靖夫,久保温子
埼玉上尾メディックス,3,3,25,25,25,,,75,117,50,4,42.7,16.67,8,5,0,62.5,6,2.00,74,3,3,10,6.4,51,38.0,7.0,81.4,1.0,16,PFUブルーキャッツ,0,0,20,18,22,,,60,121,43,5,35.5,14.33,17,4,1,23.5,6,2.00,61,3,9,4,2.9,71,51.0,7.0,76.8,2.0,8,303,2022/11/05,岩手県,総合交流センター（夢アリーナたかた）,550,13:00,14:44,1:44,斎藤篤,高橋宏明,早坂行博,藤原和紀
PFUブルーキャッツ,0,0,20,18,22,,,60,121,43,5,35.5,14.33,17,4,1,23.5,6,2.00,61,3,9,4,2.9,71,51.0,7.0,76.8,2.0,8,埼玉上尾メディックス,3,3,25,25,25,,,75,117,50,4,42.7,16.67,8,5,0,62.5,6,2.00,74,3,3,10,6.4,51,38.0,7.0,81.4,1.0,16,303,2022/11/05,岩手県,総合交流センター（夢アリーナたかた）,550,13:00,14:44,1:44,斎藤篤,高橋宏明,早坂行博,藤原和紀
埼玉上尾メディックス,3,3,25,25,25,,,75,116,48,2,41.4,16.00,10,5,0,50.0,8,2.67,74,4,4,13,8.4,45,35.0,6.0,84.4,3.0,15,PFUブルーキャッツ,0,0,17,18,15,,,50,115,35,6,30.4,11.67,12,4,2,33.3,4,1.33,51,2,5,3,2.9,68,44.0,9.0,71.3,4.0,9,309,2022/11/06,岩手県,総合交流センター（夢アリーナたかた）,700,11:00,12:33,1:33,斎藤篤,津嶋由香,早坂行博,藤原和紀
PFUブルーキャッツ,0,0,17,18,15,,,50,115,35,6,30.4,11.67,12,4,2,33.3,4,1.33,51,2,5,3,2.9,68,44.0,9.0,71.3,4.0,9,埼玉上尾メディックス,3,3,25,25,25,,,75,116,48,2,41.4,16.00,10,5,0,50.0,8,2.67,74,4,4,13,8.4,45,35.0,6.0,84.4,3.0,15,309,2022/11/06,岩手県,総合交流センター（夢アリーナたかた）,700,11:00,12:33,1:33,斎藤篤,津嶋由香,早坂行博,藤原和紀
KUROBEアクアフェアリーズ,3,2,22,21,25,25,23,116,174,71,9,40.8,14.20,25,13,2,52.0,5,1.00,116,6,11,31,9.5,96,42.0,25.0,56.8,4.0,34,ヴィクトリーナ姫路,2,1,25,25,22,21,21,114,195,76,12,39.0,15.20,10,1,2,10.0,11,2.20,114,3,17,27,4.8,104,40.0,29.0,52.4,5.0,24,304,2022/11/05,富山県,黒部市総合体育センター,830,13:00,15:38,2:38,富田満,増岡三佳子,慈眼雅啓,板川和則
ヴィクトリーナ姫路,2,1,25,25,22,21,21,114,195,76,12,39.0,15.20,10,1,2,10.0,11,2.20,114,3,17,27,4.8,104,40.0,29.0,52.4,5.0,24,KUROBEアクアフェアリーズ,3,2,22,21,25,25,23,116,174,71,9,40.8,14.20,25,13,2,52.0,5,1.00,116,6,11,31,9.5,96,42.0,25.0,56.8,4.0,34,304,2022/11/05,富山県,黒部市総合体育センター,830,13:00,15:38,2:38,富田満,増岡三佳子,慈眼雅啓,板川和則
KUROBEアクアフェアリーズ,3,2,19,17,25,25,15,101,165,56,12,33.9,11.20,31,10,4,32.3,8,1.60,101,6,7,20,9.2,84,38.0,14.0,53.6,3.0,31,ヴィクトリーナ姫路,2,1,25,25,18,22,13,103,171,66,9,38.6,13.20,3,1,0,33.3,11,2.20,103,4,19,28,6.1,92,48.0,20.0,63.0,3.0,22,310,2022/11/06,富山県,黒部市総合体育センター,800,13:00,15:20,2:20,富田満,城智人,慈眼雅啓,高野俊弘
ヴィクトリーナ姫路,2,1,25,25,18,22,13,103,171,66,9,38.6,13.20,3,1,0,33.3,11,2.20,103,4,19,28,6.1,92,48.0,20.0,63.0,3.0,22,KUROBEアクアフェアリーズ,3,2,19,17,25,25,15,101,165,56,12,33.9,11.20,31,10,4,32.3,8,1.60,101,6,7,20,9.2,84,38.0,14.0,53.6,3.0,31,310,2022/11/06,富山県,黒部市総合体育センター,800,13:00,15:20,2:20,富田満,城智人,慈眼雅啓,高野俊弘
トヨタ車体クインシーズ,0,0,17,15,16,,,48,97,29,9,29.9,9.67,12,0,2,0.0,6,2.00,49,1,5,16,7.7,68,15.0,18.0,35.3,6.0,12,NECレッドロケッツ,3,3,25,25,25,,,75,96,43,4,44.8,14.33,17,8,1,47.1,6,2.00,74,6,5,30,16.6,44,12.0,15.0,44.3,3.0,20,305,2022/11/05,愛知県,ウィングアリーナ刈谷,600,13:00,14:27,1:27,田中昭彦,明井寿枝,品川美帆,波多野充
NECレッドロケッツ,3,3,25,25,25,,,75,96,43,4,44.8,14.33,17,8,1,47.1,6,2.00,74,6,5,30,16.6,44,12.0,15.0,44.3,3.0,20,トヨタ車体クインシーズ,0,0,17,15,16,,,48,97,29,9,29.9,9.67,12,0,2,0.0,6,2.00,49,1,5,16,7.7,68,15.0,18.0,35.3,6.0,12,305,2022/11/05,愛知県,ウィングアリーナ刈谷,600,13:00,14:27,1:27,田中昭彦,明井寿枝,品川美帆,波多野充
トヨタ車体クインシーズ,1,0,25,23,20,18,,86,161,50,20,31.1,12.50,20,7,6,35.0,13,3.25,87,1,15,31,5.7,84,22.0,31.0,44.6,2.0,22,NECレッドロケッツ,3,3,21,25,25,25,,96,150,49,7,32.7,12.25,20,2,2,10.0,6,1.50,95,4,10,28,8.9,71,18.0,22.0,40.8,5.0,37,311,2022/11/06,愛知県,ウィングアリーナ刈谷,710,13:00,15:02,2:02,田中昭彦,渡部菜保子,明井寿枝,松本冴香
NECレッドロケッツ,3,3,21,25,25,25,,96,150,49,7,32.7,12.25,20,2,2,10.0,6,1.50,95,4,10,28,8.9,71,18.0,22.0,40.8,5.0,37,トヨタ車体クインシーズ,1,0,25,23,20,18,,86,161,50,20,31.1,12.50,20,7,6,35.0,13,3.25,87,1,15,31,5.7,84,22.0,31.0,44.6,2.0,22,311,2022/11/06,愛知県,ウィングアリーナ刈谷,710,13:00,15:02,2:02,田中昭彦,渡部菜保子,明井寿枝,松本冴香
デンソーエアリービーズ,1,0,14,25,22,21,,82,161,52,11,32.3,13.00,26,8,3,30.8,6,1.50,83,2,4,17,6.3,81,32.0,21.0,52.5,3.0,22,日立Astemoリヴァーレ,3,3,25,20,25,25,,95,151,58,10,38.4,14.50,18,5,2,27.8,14,3.50,94,5,11,25,9.0,78,36.0,24.0,61.5,1.0,18,306,2022/11/05,愛知県,西尾市総合体育館,725,13:00,14:55,1:55,加治健男,吉岡奈々,饗庭和恵,大津聡
日立Astemoリヴァーレ,3,3,25,20,25,25,,95,151,58,10,38.4,14.50,18,5,2,27.8,14,3.50,94,5,11,25,9.0,78,36.0,24.0,61.5,1.0,18,デンソーエアリービーズ,1,0,14,25,22,21,,82,161,52,11,32.3,13.00,26,8,3,30.8,6,1.50,83,2,4,17,6.3,81,32.0,21.0,52.5,3.0,22,306,2022/11/05,愛知県,西尾市総合体育館,725,13:00,14:55,1:55,加治健男,吉岡奈々,饗庭和恵,大津聡
デンソーエアリービーズ,3,2,25,23,26,25,15,114,177,68,8,38.4,13.60,30,10,3,33.3,15,3.00,113,3,9,26,6.4,88,38.0,14.0,51.1,1.0,28,日立Astemoリヴァーレ,2,1,17,25,28,16,13,99,189,66,12,34.9,13.20,14,1,1,7.1,13,2.60,100,2,11,35,8.0,103,56.0,19.0,63.6,5.0,18,312,2022/11/06,愛知県,西尾市総合体育館,835,13:00,15:27,2:27,加治健男,沢田元,吉岡奈々,大津聡
日立Astemoリヴァーレ,2,1,17,25,28,16,13,99,189,66,12,34.9,13.20,14,1,1,7.1,13,2.60,100,2,11,35,8.0,103,56.0,19.0,63.6,5.0,18,デンソーエアリービーズ,3,2,25,23,26,25,15,114,177,68,8,38.4,13.60,30,10,3,33.3,15,3.00,113,3,9,26,6.4,88,38.0,14.0,51.1,1.0,28,312,2022/11/06,愛知県,西尾市総合体育館,835,13:00,15:27,2:27,加治健男,沢田元,吉岡奈々,大津聡
東レアローズ,2,1,25,14,25,22,13,99,179,67,10,37.4,13.40,17,9,0,52.9,8,1.60,99,4,12,19,5.8,93,63.0,9.0,72.6,1.0,20,JTマーヴェラス,3,2,21,25,19,25,15,105,153,65,8,42.5,13.00,22,9,4,40.9,13,2.60,105,4,10,19,6.0,84,53.0,11.0,69.6,2.0,23,307,2022/11/05,滋賀県,YMITアリーナ,1331,15:00,17:10,2:10,高橋憲太郎,森口豊,長崎有紗,小口広之進
JTマーヴェラス,3,2,21,25,19,25,15,105,153,65,8,42.5,13.00,22,9,4,40.9,13,2.60,105,4,10,19,6.0,84,53.0,11.0,69.6,2.0,23,東レアローズ,2,1,25,14,25,22,13,99,179,67,10,37.4,13.40,17,9,0,52.9,8,1.60,99,4,12,19,5.8,93,63.0,9.0,72.6,1.0,20,307,2022/11/05,滋賀県,YMITアリーナ,1331,15:00,17:10,2:10,高橋憲太郎,森口豊,長崎有紗,小口広之進
東レアローズ,3,2,25,25,19,25,15,109,179,77,7,43.0,15.40,20,8,0,40.0,9,1.80,108,3,11,21,5.1,99,48.0,28.0,62.6,1.0,20,JTマーヴェラス,2,1,21,27,25,22,13,108,181,76,11,42.0,15.20,19,9,1,47.4,10,2.00,109,3,9,21,5.5,95,47.0,26.0,63.2,0.0,19,313,2022/11/06,滋賀県,YMITアリーナ,1294,15:00,17:16,2:16,高橋憲太郎,原啓之,長崎有紗,田附直樹
JTマーヴェラス,2,1,21,27,25,22,13,108,181,76,11,42.0,15.20,19,9,1,47.4,10,2.00,109,3,9,21,5.5,95,47.0,26.0,63.2,0.0,19,東レアローズ,3,2,25,25,19,25,15,109,179,77,7,43.0,15.40,20,8,0,40.0,9,1.80,108,3,11,21,5.1,99,48.0,28.0,62.6,1.0,20,313,2022/11/06,滋賀県,YMITアリーナ,1294,15:00,17:16,2:16,高橋憲太郎,原啓之,長崎有紗,田附直樹
久光スプリングス,3,2,20,25,23,25,15,108,218,77,13,35.3,15.40,20,12,1,60.0,10,2.00,108,6,10,27,9.5,94,60.0,16.0,72.3,3.0,15,岡山シーガルズ,2,1,25,16,25,19,11,96,221,54,10,24.4,10.80,6,1,0,16.7,13,2.60,96,3,2,15,6.5,95,51.0,14.0,61.1,3.0,26,308,2022/11/05,兵庫県,神戸総合運動公園体育館,1310,14:05,16:38,2:33,芦田光巨,正岡卓,山本晋五,山本順一
