Team,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,OpTeam,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge
埼玉上尾メディックス,3,3,25,25,25,,,75,91,44,5,48.4,14.67,8,5,1,62.5,10,3.33,74,3,5,23,10.1,44,17.0,15.0,55.7,1.0,18,ヴィクトリーナ姫路,0,0,18,18,16,,,52,104,38,6,36.5,12.67,4,1,0,25.0,3,1.00,53,0,9,12,1.4,69,22.0,21.0,47.1,3.0,11,338,2022/11/26,東京都,大田区総合体育館,600,14:00,15:20,1:20,大江憲一,吉岡奈々,渡部菜保子,塚本健二
ヴィクトリーナ姫路,0,0,18,18,16,,,52,104,38,6,36.5,12.67,4,1,0,25.0,3,1.00,53,0,9,12,1.4,69,22.0,21.0,47.1,3.0,11,埼玉上尾メディックス,3,3,25,25,25,,,75,91,44,5,48.4,14.67,8,5,1,62.5,10,3.33,74,3,5,23,10.1,44,17.0,15.0,55.7,1.0,18,338,2022/11/26,東京都,大田区総合体育館,600,14:00,15:20,1:20,大江憲一,吉岡奈々,渡部菜保子,塚本健二
埼玉上尾メディックス,3,2,25,18,23,25,15,106,182,76,8,41.8,15.20,9,4,0,44.4,7,1.40,106,3,7,31,8.5,86,41.0,24.0,61.6,2.0,20,ヴィクトリーナ姫路,2,1,16,25,25,20,10,96,183,61,10,33.3,12.20,7,0,1,0.0,15,3.00,96,3,9,19,5.7,98,43.0,22.0,55.1,1.0,17,344,2022/11/27,東京都,大田区総合体育館,600,13:00,15:12,2:12,大江憲一,渡部奈保子,饗庭和恵,長谷川登
ヴィクトリーナ姫路,2,1,16,25,25,20,10,96,183,61,10,33.3,12.20,7,0,1,0.0,15,3.00,96,3,9,19,5.7,98,43.0,22.0,55.1,1.0,17,埼玉上尾メディックス,3,2,25,18,23,25,15,106,182,76,8,41.8,15.20,9,4,0,44.4,7,1.40,106,3,7,31,8.5,86,41.0,24.0,61.6,2.0,20,344,2022/11/27,東京都,大田区総合体育館,600,13:00,15:12,2:12,大江憲一,渡部奈保子,饗庭和恵,長谷川登
PFUブルーキャッツ,3,3,25,25,25,,,75,98,49,5,50.0,16.33,11,3,3,27.3,12,4.00,73,3,11,18,6.5,59,28.0,15.0,60.2,2.0,11,日立Astemoリヴァーレ,0,0,21,23,18,,,62,98,36,3,36.7,12.00,5,0,0,0.0,7,2.33,64,1,5,15,5.5,62,29.0,12.0,56.5,3.0,18,339,2022/11/26,福井県,トリムパークかなづ,677,14:00,15:19,1:19,三見洋子,澤達大,岩井好恵,斎藤悠介
日立Astemoリヴァーレ,0,0,21,23,18,,,62,98,36,3,36.7,12.00,5,0,0,0.0,7,2.33,64,1,5,15,5.5,62,29.0,12.0,56.5,3.0,18,PFUブルーキャッツ,3,3,25,25,25,,,75,98,49,5,50.0,16.33,11,3,3,27.3,12,4.00,73,3,11,18,6.5,59,28.0,15.0,60.2,2.0,11,339,2022/11/26,福井県,トリムパークかなづ,677,14:00,15:19,1:19,三見洋子,澤達大,岩井好恵,斎藤悠介
PFUブルーキャッツ,3,3,25,20,26,25,,96,141,60,9,42.6,15.00,7,2,2,28.6,12,3.00,95,3,12,20,5.3,76,45.0,17.0,70.4,3.0,21,日立Astemoリヴァーレ,1,0,22,25,24,15,,86,141,54,8,38.3,13.50,20,9,2,45.0,5,1.25,87,3,9,13,4.6,83,39.0,21.0,59.6,4.0,24,345,2022/11/27,福井県,トリムパークかなづ,629,14:00,15:54,1:54,三見洋子,森口豊,澤達大,斎藤悠介
日立Astemoリヴァーレ,1,0,22,25,24,15,,86,141,54,8,38.3,13.50,20,9,2,45.0,5,1.25,87,3,9,13,4.6,83,39.0,21.0,59.6,4.0,24,PFUブルーキャッツ,3,3,25,20,26,25,,96,141,60,9,42.6,15.00,7,2,2,28.6,12,3.00,95,3,12,20,5.3,76,45.0,17.0,70.4,3.0,21,345,2022/11/27,福井県,トリムパークかなづ,629,14:00,15:54,1:54,三見洋子,森口豊,澤達大,斎藤悠介
岡山シーガルズ,1,0,25,22,13,19,,79,162,50,8,30.9,12.50,2,0,0,0.0,5,1.25,80,0,8,26,5.6,88,41.0,13.0,54.0,4.0,24,トヨタ車体クインシーズ,3,3,21,25,25,25,,96,162,62,15,38.3,15.50,15,8,4,53.3,10,2.50,95,4,6,31,10.8,72,29.0,17.0,52.1,3.0,20,340,2022/11/26,岡山県,ジップアリーナ岡山,1100,14:00,15:51,1:51,田野昭彦,西中野健,長崎有紗,金谷基代
トヨタ車体クインシーズ,3,3,21,25,25,25,,96,162,62,15,38.3,15.50,15,8,4,53.3,10,2.50,95,4,6,31,10.8,72,29.0,17.0,52.1,3.0,20,岡山シーガルズ,1,0,25,22,13,19,,79,162,50,8,30.9,12.50,2,0,0,0.0,5,1.25,80,0,8,26,5.6,88,41.0,13.0,54.0,4.0,24,340,2022/11/26,岡山県,ジップアリーナ岡山,1100,14:00,15:51,1:51,田野昭彦,西中野健,長崎有紗,金谷基代
岡山シーガルズ,1,0,25,12,22,11,,70,144,45,8,31.2,11.25,6,0,1,0.0,9,2.25,71,0,0,17,6.0,90,32.0,20.0,46.7,5.0,16,トヨタ車体クインシーズ,3,3,23,25,25,25,,98,151,70,9,46.4,17.50,20,11,3,55.0,11,2.75,97,4,7,34,11.1,71,26.0,28.0,56.3,0.0,13,346,2022/11/27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子
トヨタ車体クインシーズ,3,3,23,25,25,25,,98,151,70,9,46.4,17.50,20,11,3,55.0,11,2.75,97,4,7,34,11.1,71,26.0,28.0,56.3,0.0,13,岡山シーガルズ,1,0,25,12,22,11,,70,144,45,8,31.2,11.25,6,0,1,0.0,9,2.25,71,0,0,17,6.0,90,32.0,20.0,46.7,5.0,16,346,2022/11/27,岡山県,ジップアリーナ岡山,1000,14:00,15:46,1:46,田野昭彦,本間明,小松剛,真鍋美也子
久光スプリングス,1,0,25,17,24,23,,89,142,58,11,40.8,14.50,6,2,1,33.3,5,1.25,90,3,9,20,6.4,80,35.0,24.0,58.8,2.0,23,東レアローズ,3,3,18,25,26,25,,94,152,66,6,43.4,16.50,14,9,0,64.3,1,0.25,93,5,12,17,6.7,81,44.0,14.0,63.0,5.0,22,341,2022/11/26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏
東レアローズ,3,3,18,25,26,25,,94,152,66,6,43.4,16.50,14,9,0,64.3,1,0.25,93,5,12,17,6.7,81,44.0,14.0,63.0,5.0,22,久光スプリングス,1,0,25,17,24,23,,89,142,58,11,40.8,14.50,6,2,1,33.3,5,1.25,90,3,9,20,6.4,80,35.0,24.0,58.8,2.0,23,341,2022/11/26,宮崎県,宮崎市総合体育館,1120,14:00,16:06,2:06,勝又正,服部篤史,黒岩健,永野宗敏
久光スプリングス,3,2,25,21,13,25,15,99,178,68,1,38.2,13.60,13,5,0,38.5,9,1.80,98,4,6,28,9.7,91,35.0,24.0,51.6,6.0,18,東レアローズ,2,1,21,25,25,16,12,99,183,76,9,41.5,15.20,22,13,0,59.1,4,0.80,100,6,6,29,11.8,91,39.0,21.0,54.4,3.0,13,347,2022/11/27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり
東レアローズ,2,1,21,25,25,16,12,99,183,76,9,41.5,15.20,22,13,0,59.1,4,0.80,100,6,6,29,11.8,91,39.0,21.0,54.4,3.0,13,久光スプリングス,3,2,25,21,13,25,15,99,178,68,1,38.2,13.60,13,5,0,38.5,9,1.80,98,4,6,28,9.7,91,35.0,24.0,51.6,6.0,18,347,2022/11/27,宮崎県,宮崎市総合体育館,1080,13:00,15:19,2:19,勝又正,戸川太輔,服部篤史,松田さゆり
JTマーヴェラス,3,3,25,25,25,,,75,83,44,2,53.0,14.67,15,9,0,60.0,5,1.67,74,0,8,12,1.4,41,16.0,14.0,56.1,0.0,26,KUROBEアクアフェアリーズ,0,0,16,16,15,,,47,106,32,14,30.2,10.67,19,4,7,21.1,4,1.33,48,1,7,10,3.6,66,31.0,23.0,64.4,5.0,10,342,2022/11/26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和
KUROBEアクアフェアリーズ,0,0,16,16,15,,,47,106,32,14,30.2,10.67,19,4,7,21.1,4,1.33,48,1,7,10,3.6,66,31.0,23.0,64.4,5.0,10,JTマーヴェラス,3,3,25,25,25,,,75,83,44,2,53.0,14.67,15,9,0,60.0,5,1.67,74,0,8,12,1.4,41,16.0,14.0,56.1,0.0,26,342,2022/11/26,岡山県,ジップアリーナ岡山,650,11:00,12:12,1:12,田野昭彦,本間明,小松剛,大西英和
JTマーヴェラス,3,3,25,25,25,,,75,123,45,3,36.6,15.00,13,6,1,46.2,10,3.33,74,3,4,20,9.5,56,18.0,18.0,48.2,2.0,17,KUROBEアクアフェアリーズ,0,0,18,22,21,,,61,131,48,6,36.6,16.00,22,6,1,27.3,2,0.67,62,2,5,19,8.9,69,30.0,18.0,56.5,6.0,9,348,2022/11/27,岡山県,ジップアリーナ岡山,540,11:00,12:28,1:28,田野昭彦,西中野健,長崎有紗,大西英和
KUROBEアクアフェアリーズ,0,0,18,22,21,,,61,131,48,6,36.6,16.00,22,6,1,27.3,2,0.67,62,2,5,19,8.9,69,30.0,18.0,56.5,6.0,9,JTマーヴェラス,3,3,25,25,25,,,75,123,45,3,36.6,15.00,13,6,1,46.2,10,3.33,74,3,4,20,9.5,56,18.0,18.0,48.2,2.0,17,348,2022/11/27,岡山県,ジップアリーナ岡山,540,11:00,12:28,1:28,田野昭彦,西中野健,長崎有紗,大西英和
NECレッドロケッツ,3,3,25,25,30,,,80,139,55,12,39.6,18.33,18,6,5,33.3,11,3.67,78,0,5,19,4.5,64,32.0,20.0,65.6,3.0,14,デンソーエアリービーズ,0,0,22,15,28,,,65,130,36,11,27.7,12.00,24,9,2,37.5,8,2.67,67,1,3,11,4.5,73,42.0,12.0,65.8,0.0,20,337,2022/11/26,千葉県,船橋市総合体育館,2714,15:00,16:36,1:36,酒出修,明井寿枝,品川美帆,長嶋健二
デンソーエアリービーズ,0,0,22,15,28,,,65,130,36,11,27.7,12.00,24,9,2,37.5,8,2.67,67,1,3,11,4.5,73,42.0,12.0,65.8,0.0,20,NECレッドロケッツ,3,3,25,25,30,,,80,139,55,12,39.6,18.33,18,6,5,33.3,11,3.67,78,0,5,19,4.5,64,32.0,20.0,65.6,3.0,14,337,2022/11/26,千葉県,船橋市総合体育館,2714,15:00,16:36,1:36,酒出修,明井寿枝,品川美帆,長嶋健二
NECレッドロケッツ,3,3,25,30,26,,,81,123,57,6,46.3,19.00,7,2,1,28.6,8,2.67,80,2,3,25,9.4,64,27.0,20.0,57.8,3.0,14,デンソーエアリービーズ,0,0,18,28,24,,,70,127,47,6,37.0,15.67,26,7,3,26.9,9,3.00,71,2,7,15,5.6,75,27.0,23.0,51.3,1.0,12,343,2022/11/27,千葉県,船橋市総合体育館,3305,13:00,14:38,1:38,酒出修,津嶋由香,明井寿枝,坂本憲昭
デンソーエアリービーズ,0,0,18,28,24,,,70,127,47,6,37.0,15.67,26,7,3,26.9,9,3.00,71,2,7,15,5.6,75,27.0,23.0,51.3,1.0,12,NECレッドロケッツ,3,3,25,30,26,,,81,123,57,6,46.3,19.00,7,2,1,28.6,8,2.67,80,2,3,25,9.4,64,27.0,20.0,57.8,3.0,14,343,2022/11/27,千葉県,船橋市総合体育館,3305,13:00,14:38,1:38,酒出修,津嶋由香,明井寿枝,坂本憲昭
デンソーエアリービーズ,1,0,25,22,21,16,,84,161,51,13,31.7,12.75,35,10,4,28.6,9,2.25,84,4,6,27,11.0,83,31.0,14.0,45.8,0.0,20,トヨタ車体クインシーズ,3,3,20,25,25,25,,95,159,64,7,40.3,16.00,20,5,5,25.0,9,2.25,95,3,11,35,9.5,78,30.0,18.0,50.0,2.0,19,349,2022/12/03,北海道,北ガスアリーナ札幌46,663,13:05,14:57,1:52,大江憲一,戸川太輔,上總向貴,黒澤研一
トヨタ車体クインシーズ,3,3,20,25,25,25,,95,159,64,7,40.3,16.00,20,5,5,25.0,9,2.25,95,3,11,35,9.5,78,30.0,18.0,50.0,2.0,19,デンソーエアリービーズ,1,0,25,22,21,16,,84,161,51,13,31.7,12.75,35,10,4,28.6,9,2.25,84,4,6,27,11.0,83,31.0,14.0,45.8,0.0,20,349,2022/12/03,北海道,北ガスアリーナ札幌46,663,13:05,14:57,1:52,大江憲一,戸川太輔,上總向貴,黒澤研一
デンソーエアリービーズ,2,1,25,25,27,19,11,107,196,69,16,35.2,13.80,37,11,4,29.7,9,1.80,107,2,8,29,6.8,101,35.0,31.0,50.0,2.0,27,トヨタ車体クインシーズ,3,2,23,17,29,25,15,109,188,62,20,33.0,12.40,25,7,4,28.0,15,3.00,109,6,7,30,10.8,99,42.0,26.0,55.6,0.0,26,355,2022/12/04,北海道,北ガスアリーナ札幌46,713,13:05,15:22,2:17,大江憲一,沢田元,上總向貴,佐々木亮輔
トヨタ車体クインシーズ,3,2,23,17,29,25,15,109,188,62,20,33.0,12.40,25,7,4,28.0,15,3.00,109,6,7,30,10.8,99,42.0,26.0,55.6,0.0,26,デンソーエアリービーズ,2,1,25,25,27,19,11,107,196,69,16,35.2,13.80,37,11,4,29.7,9,1.80,107,2,8,29,6.8,101,35.0,31.0,50.0,2.0,27,355,2022/12/04,北海道,北ガスアリーナ札幌46,713,13:05,15:22,2:17,大江憲一,沢田元,上總向貴,佐々木亮輔
日立Astemoリヴァーレ,0,0,17,17,20,,,54,121,42,12,34.7,14.00,6,1,2,16.7,2,0.67,55,2,8,10,4.5,70,34.0,23.0,65.0,4.0,8,岡山シーガルズ,3,3,25,25,25,,,75,105,44,3,41.9,14.67,0,0,0,-,6,2.00,74,1,4,12,4.1,47,24.0,11.0,62.8,1.0,24,350,2022/12/03,茨城県,日立市池の川さくらアリーナ,517,14:00,15:23,1:23,大塚達也,津嶋由香,菅原潤,吉田浩司
岡山シーガルズ,3,3,25,25,25,,,75,105,44,3,41.9,14.67,0,0,0,-,6,2.00,74,1,4,12,4.1,47,24.0,11.0,62.8,1.0,24,日立Astemoリヴァーレ,0,0,17,17,20,,,54,121,42,12,34.7,14.00,6,1,2,16.7,2,0.67,55,2,8,10,4.5,70,34.0,23.0,65.0,4.0,8,350,2022/12/03,茨城県,日立市池の川さくらアリーナ,517,14:00,15:23,1:23,大塚達也,津嶋由香,菅原潤,吉田浩司
日立Astemoリヴァーレ,3,3,25,25,20,25,,95,166,68,8,41.0,17.00,9,2,2,22.2,11,2.75,94,6,9,28,11.4,81,41.0,23.0,64.8,2.0,10,岡山シーガルズ,1,0,21,18,25,20,,84,153,56,4,36.6,14.00,0,0,0,-,9,2.25,85,0,4,17,3.8,82,32.0,19.0,50.6,2.0,19,356,2022/12/04,茨城県,日立市池の川さくらアリーナ,535,14:00,15:57,1:57,大塚達也,新田浩幸,饗庭和恵,須永智紀
岡山シーガルズ,1,0,21,18,25,20,,84,153,56,4,36.6,14.00,0,0,0,-,9,2.25,85,0,4,17,3.8,82,32.0,19.0,50.6,2.0,19,日立Astemoリヴァーレ,3,3,25,25,20,25,,95,166,68,8,41.0,17.00,9,2,2,22.2,11,2.75,94,6,9,28,11.4,81,41.0,23.0,64.8,2.0,10,356,2022/12/04,茨城県,日立市池の川さくらアリーナ,535,14:00,15:57,1:57,大塚達也,新田浩幸,饗庭和恵,須永智紀
PFUブルーキャッツ,0,0,18,19,14,,,51,105,33,4,31.4,11.00,10,3,1,30.0,4,1.33,52,0,9,9,0.0,64,25.0,17.0,52.3,3.0,14,久光スプリングス,3,3,25,25,25,,,75,112,50,3,44.6,16.67,11,8,0,72.7,7,2.33,74,2,10,20,6.1,43,26.0,8.0,69.8,1.0,16,351,2022/12/03,石川県,小松総合体育館,670,14:00,15:25,1:25,田中昭彦,森口豊,栗崎慎太郎,内藤正康
久光スプリングス,3,3,25,25,25,,,75,112,50,3,44.6,16.67,11,8,0,72.7,7,2.33,74,2,10,20,6.1,43,26.0,8.0,69.8,1.0,16,PFUブルーキャッツ,0,0,18,19,14,,,51,105,33,4,31.4,11.00,10,3,1,30.0,4,1.33,52,0,9,9,0.0,64,25.0,17.0,52.3,3.0,14,351,2022/12/03,石川県,小松総合体育館,670,14:00,15:25,1:25,田中昭彦,森口豊,栗崎慎太郎,内藤正康
PFUブルーキャッツ,3,3,16,25,25,25,,91,161,58,7,36.0,14.50,9,3,1,33.3,12,3.00,90,1,9,24,5.3,79,14.0,28.0,35.4,2.0,20,久光スプリングス,1,0,25,22,20,20,,87,162,55,12,34.0,13.75,15,8,2,53.3,10,2.50,88,4,8,34,11.9,81,28.0,28.0,51.9,0.0,18,357,2022/12/04,石川県,小松総合体育館,785,14:00,15:56,1:56,田中昭彦,佐々木伸子,栗崎慎太郎,桐山比呂子
久光スプリングス,1,0,25,22,20,20,,87,162,55,12,34.0,13.75,15,8,2,53.3,10,2.50,88,4,8,34,11.9,81,28.0,28.0,51.9,0.0,18,PFUブルーキャッツ,3,3,16,25,25,25,,91,161,58,7,36.0,14.50,9,3,1,33.3,12,3.00,90,1,9,24,5.3,79,14.0,28.0,35.4,2.0,20,357,2022/12/04,石川県,小松総合体育館,785,14:00,15:56,1:56,田中昭彦,佐々木伸子,栗崎慎太郎,桐山比呂子
東レアローズ,2,1,23,25,25,25,13,111,184,76,7,41.3,15.20,19,6,2,31.6,14,2.80,111,2,11,26,5.2,98,50.0,28.0,65.3,2.0,19,埼玉上尾メディックス,3,2,25,27,18,20,15,105,195,72,10,36.9,14.40,9,3,1,33.3,7,1.40,105,6,6,15,7.9,100,45.0,27.0,58.5,3.0,20,352,2022/12/03,静岡県,三島市民体育館,690,12:00,14:14,2:14,酒出修,増岡三佳子,渡部菜保子,新妻明子
埼玉上尾メディックス,3,2,25,27,18,20,15,105,195,72,10,36.9,14.40,9,3,1,33.3,7,1.40,105,6,6,15,7.9,100,45.0,27.0,58.5,3.0,20,東レアローズ,2,1,23,25,25,25,13,111,184,76,7,41.3,15.20,19,6,2,31.6,14,2.80,111,2,11,26,5.2,98,50.0,28.0,65.3,2.0,19,352,2022/12/03,静岡県,三島市民体育館,690,12:00,14:14,2:14,酒出修,増岡三佳子,渡部菜保子,新妻明子
東レアローズ,3,3,26,25,25,25,,101,159,72,10,45.3,18.00,14,5,3,35.7,5,1.25,100,2,11,21,4.5,77,29.0,27.0,55.2,2.0,22,埼玉上尾メディックス,1,0,28,23,19,15,,85,142,49,10,34.5,12.25,9,2,2,22.2,11,2.75,86,2,8,20,5.8,88,40.0,26.0,60.2,4.0,23,358,2022/12/04,静岡県,三島市民体育館,910,12:00,13:50,1:50,酒出修,渡部菜保子,増岡三佳子,森田陸斗
埼玉上尾メディックス,1,0,28,23,19,15,,85,142,49,10,34.5,12.25,9,2,2,22.2,11,2.75,86,2,8,20,5.8,88,40.0,26.0,60.2,4.0,23,東レアローズ,3,3,26,25,25,25,,101,159,72,10,45.3,18.00,14,5,3,35.7,5,1.25,100,2,11,21,4.5,77,29.0,27.0,55.2,2.0,22,358,2022/12/04,静岡県,三島市民体育館,910,12:00,13:50,1:50,酒出修,渡部菜保子,増岡三佳子,森田陸斗
ヴィクトリーナ姫路,0,0,16,19,14,,,49,96,36,3,37.5,12.00,3,1,0,33.3,2,0.67,50,3,2,13,11.5,69,26.0,10.0,44.9,1.0,8,JTマーヴェラス,3,3,25,25,25,,,75,104,60,3,57.7,20.00,10,7,0,70.0,7,2.33,74,2,4,32,12.2,46,21.0,11.0,57.6,1.0,6,353,2022/12/03,兵庫県,ヴィクトリーナ・ウインク体育館,1456,12:05,13:35,1:30,加治健男,岡田崇,千代延靖夫,平野萌絵
JTマーヴェラス,3,3,25,25,25,,,75,104,60,3,57.7,20.00,10,7,0,70.0,7,2.33,74,2,4,32,12.2,46,21.0,11.0,57.6,1.0,6,ヴィクトリーナ姫路,0,0,16,19,14,,,49,96,36,3,37.5,12.00,3,1,0,33.3,2,0.67,50,3,2,13,11.5,69,26.0,10.0,44.9,1.0,8,353,2022/12/03,兵庫県,ヴィクトリーナ・ウインク体育館,1456,12:05,13:35,1:30,加治健男,岡田崇,千代延靖夫,平野萌絵
ヴィクトリーナ姫路,0,0,20,25,14,,,59,112,41,10,36.6,13.67,9,2,1,22.2,6,2.00,60,2,8,15,6.2,71,24.0,18.0,46.5,4.0,10,JTマーヴェラス,3,3,25,27,25,,,77,110,45,4,40.9,15.00,6,3,1,50.0,5,1.67,76,5,4,25,13.5,51,28.0,7.0,61.8,2.0,22,359,2022/12/04,兵庫県,ヴィクトリーナ・ウインク体育館,1468,13:05,14:39,1:34,加治健男,吉岡奈々,岡田崇,木村恭子
JTマーヴェラス,3,3,25,27,25,,,77,110,45,4,40.9,15.00,6,3,1,50.0,5,1.67,76,5,4,25,13.5,51,28.0,7.0,61.8,2.0,22,ヴィクトリーナ姫路,0,0,20,25,14,,,59,112,41,10,36.6,13.67,9,2,1,22.2,6,2.00,60,2,8,15,6.2,71,24.0,18.0,46.5,4.0,10,359,2022/12/04,兵庫県,ヴィクトリーナ・ウインク体育館,1468,13:05,14:39,1:34,加治健男,吉岡奈々,岡田崇,木村恭子
NECレッドロケッツ,3,3,23.0,25.0,25.0,25.0,,98,154,55,5,35.7,13.75,15,6,1,40.0,10,2.50,97,1,9,33,7.2,71,25.0,21.0,50.0,2.0,32,KUROBEアクアフェアリーズ,1,0,25.0,21.0,17.0,19.0,,82,175,59,20,33.7,14.75,21,7,2,33.3,3,0.75,83,4,11,22,8.1,88,23.0,31.0,43.8,1.0,16,354,2022/12/03,東京都,駒沢オリンピック公園総合運動場体育館,1566,15:00,17:00,2:00,高橋憲太郎,山本晋五,品川美帆,向野行信
KUROBEアクアフェアリーズ,1,0,25.0,21.0,17.0,19.0,,82,175,59,20,33.7,14.75,21,7,2,33.3,3,0.75,83,4,11,22,8.1,88,23.0,31.0,43.8,1.0,16,NECレッドロケッツ,3,3,23.0,25.0,25.0,25.0,,98,154,55,5,35.7,13.75,15,6,1,40.0,10,2.50,97,1,9,33,7.2,71,25.0,21.0,50.0,2.0,32,354,2022/12/03,東京都,駒沢オリンピック公園総合運動場体育館,1566,15:00,17:00,2:00,高橋憲太郎,山本晋五,品川美帆,向野行信
NECレッドロケッツ,3,3,23,25,25,25,,98,145,63,6,43.4,15.75,14,7,1,50.0,7,1.75,97,8,9,32,14.2,79,29.0,23.0,51.3,4.0,20,KUROBEアクアフェアリーズ,1,0,25,23,20,20,,88,149,57,12,38.3,14.25,29,9,5,31.0,6,1.50,89,6,8,23,11.0,87,24.0,24.0,41.4,0.0,19,360,2022/12/04,東京都,駒沢オリンピック公園総合運動場体育館,1617,13:00,15:02,2:02,高橋憲太郎,冨田博一,山本晋五,金廣美喜夫
KUROBEアクアフェアリーズ,1,0,25,23,20,20,,88,149,57,12,38.3,14.25,29,9,5,31.0,6,1.50,89,6,8,23,11.0,87,24.0,24.0,41.4,0.0,19,NECレッドロケッツ,3,3,23,25,25,25,,98,145,63,6,43.4,15.75,14,7,1,50.0,7,1.75,97,8,9,32,14.2,79,29.0,23.0,51.3,4.0,20,360,2022/12/04,東京都,駒沢オリンピック公園総合運動場体育館,1617,13:00,15:02,2:02,高橋憲太郎,冨田博一,山本晋五,金廣美喜夫
